,Input,Target,Predicted,Edit Distance
2122,kandedukkappattathu,கண்டெடுக்கப்பட்டது,்்்்்்்்்்்்்்்்்்்்்்்்,20
2123,thodarbalar,தொடர்பாளர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2124,kaartikeeyan,கார்த்திகேயன்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2125,meinaruviyila,மெயினருவியில,்்்்்்்்்்்்்்்்்்்்்்்்,24
2126,jean,ஜேன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2127,panigalaip,பணிகளைப்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2128,thodaathavargalukkum,தொடாதவர்களுக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2129,muraik,முறைஃ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2130,chollukkaana,சொல்லுக்கான,்்்்்்்்்்்்்்்்்்்்்்்்,22
2131,heriss,ஹாரிஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2132,jeyikka,ஜெயிக்க,்்்்்்்்்்்்்்்்்்்்்்்்,23
2133,kuuttavum,கூட்டவும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2134,madina,மதீனா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2135,muhammad,முகம்மது,்்்்்்்்்்்்்்்்்்்்்்்்,23
2136,sangankal,சங்கங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2137,evatrtrukkum,இவற்றுக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2138,udhayamaavadharkuch,உதயமாவதற்குச்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2139,sangath,சங்கத்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2140,pulampach,புலம்பச்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2141,uraiyaattriya,உரையாற்றிய,்்்்்்்்்்்்்்்்்்்்்்்்,23
2142,yuii,யூ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2143,nuzhainthiruppaargal,நுழைந்திருப்பார்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2144,paik,பேக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2145,asok,அசோகா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2146,uloom,உலூம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2147,kaalatthaic,காலத்தைச்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2148,ring,ரிங்க்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2149,ezhuththukkalilthaan,எழுத்துக்களில்தான்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2150,soozhappattathu,சூழப்பட்டது,்்்்்்்்்்்்்்்்்்்்்்்்,22
2151,peepe,பீபி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2152,thapasu,தபசு,்்்்்்்்்்்்்்்்்்்்்்்்,24
2153,surver,சர்வர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2154,abul,அபுல்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2155,toobaggoo,டொபாகோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2156,vadikkappattathu,வடிக்கப்பட்ட,்்்்்்்்்்்்்்்்்்்்்்்்,21
2157,rafael,ரபேல்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2158,siththasramaththai,ஸித்தாஸ்ரமத்தை,்்்்்்்்்்்்்்்்்்்்்்்்,21
2159,tharakkuutiya,தரக்கூடிய,்்்்்்்்்்்்்்்்்்்்்்்்,23
2160,amerika,அமெரிக்கா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2161,sivanthu,சிவந்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
2162,thokupaiyum,தொகுப்பையும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2163,baurnami,பெளர்ணமி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2164,saey,சேய்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2165,uththarappradesa,உத்தரப்பிரதேச,்்்்்்்்்்்்்்்்்்்்்்்்,22
2166,chankat,சங்கத்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2167,vanji,வஞ்சி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2168,thamizhakaththilum,தமிழகத்திலும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2169,krishna,க்ரிஷ்ணா,்்்்்்்்்்்்்்்்்்்்்்்்,22
2170,boca,போகா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2171,bhaskar,பாஸ்கர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2172,pinpatruvathenbathu,பின்பற்றுவதென்பது,்்்்்்்்்்்்்்்்்்்்்்்்,21
2173,tamizhakatthilum,தமிழகத்திலும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2174,donaldson,டொனால்ட்சன்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2175,paniyum,பணியும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2176,poathum,வாங்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2177,duglas,டக்ளஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2178,odeesee,ஒடிசி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2179,latchanam,லட்சணம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2180,poonee,பூனீ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2181,biksbi,பிக்ஸ்பி,்்்்்்்்்்்்்்்்்்்்்்்்,22
2182,vladymyr,விளாடிமிர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2183,bharathiya,பாரதிய,்்்்்்்்்்்்்்்்்்்்்்்்,24
2184,kadarkaraiyilirundha,கடற்கரையிலிருந்து,்்்்்்்்்்்்்்்்்்்்்்்்,22
2185,kodooramaana,கொடூரமான,்்்்்்்்்்்்்்்்்்்்்்்்,24
2186,bhaavanaiyil,பாவனையில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2187,edirpaarkkum,எதிர்பார்க்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2188,sozharkalin,சோழர்களின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2189,tabagoo,டொபாகோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2190,poonagariyil,பூநகரியில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2191,pottavargalukkum,போட்டவர்களுக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2192,nadigaiyaana,நடிகையான,்்்்்்்்்்்்்்்்்்்்்்்்,24
2193,kuantum,குஅன்டம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2194,mani,மணி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2195,kangra,காங்ரா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2196,sthaapaga,ஸ்தாபக,்்்்்்்்்்்்்்்்்்்்்்்்,23
2197,virumbugiradhu,விரும்புகிறது,்்்்்்்்்்்்்்்்்்்்்்்்,23
2198,deevid,டேவிட்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2199,babeel,பாபேல்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2200,solvathai,சொல்வதை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2201,yookaththin,யோகத்தின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2202,beetlez,பீட்டில்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2203,nayam,நயம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2204,thaengaip,தேங்காய்ப்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2205,mandaal,மண்டல்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2206,arivuruththugireergal,அறிவுறுத்துகிறீர்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2207,vazhangiyullathagavum,வழங்கியுள்ளதாகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2208,ram,ராமா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2209,niraivuraiyodu,நிறைவுரையோடு,்்்்்்்்்்்்்்்்்்்்்்்்,24
2210,diipak,தீபக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2211,pootaan,பூடான்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2212,kuday,குடை,்்்்்்்்்்்்்்்்்்்்்்்்,24
2213,naro,நீரோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2214,latin,லத்தீன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2215,bara,பரா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2216,mentor,மென்டார்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2217,chirumiyai,சிறுமியை,்்்்்்்்்்்்்்்்்்்்்்்்,24
2218,jaanakikkuththaan,ஜானகிக்குத்தான்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2219,seythathaagavum,செய்ததாகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2220,telelinks,டெலிலிங்க்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2221,pauula,பவுலா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2222,edukkappadavillai,எடுக்கப்படவில்லை,்்்்்்்்்்்்்்்்்்்்்்்்,21
2223,padaiththathu,படைத்தது,்்்்்்்்்்்்்்்்்்்்்்்்,23
2224,siriyap,சிரியப்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2225,ratnagiri,ரத்னகிரி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2226,livarpuul,லிவர்பூல்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2227,serbiya,செர்பியா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2228,jaitley,ஜெட்லி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2229,brahmma,பிரம்ம,்்்்்்்்்்்்்்்்்்்்்்்்,23
2230,balmiki,பால்மிகி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2231,thedhiyum,தேதியும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2232,kondirukkumpoothu,கொண்டிருக்கும்போது,்்்்்்்்்்்்்்்்்்்்்்்்,21
2233,sasanangal,சாசனங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2234,zeen,ஜென்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2235,pottaar,போட்டார்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2236,inthnikalvukku,இந்நிகழ்வுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,21
2237,appaadal,அப்பாடல்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2238,pithon,பைதான்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2239,arivadhu,அறிவது,்்்்்்்்்்்்்்்்்்்்்்்்,24
2240,avalaik,அவளைக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2241,maasgoavin,மாஸ்கோவின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2242,kankaanippaalar,கண்காணிப்பாளா்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2243,thozhilai,தொழிலை,்்்்்்்்்்்்்்்்்்்்்்்்,24
2244,manju,மஞ்சு,்்்்்்்்்்்்்்்்்்்்்்்்,23
2245,maali,மாலி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2246,kuantam,குவாண்டம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2247,kondirundhom,கொண்டிருந்தோம்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2248,mugaththuvaaraththil,முகத்துவாரத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2249,earpadaamal,ஏற்படாமல்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2250,athirupthiyai,அதிருப்தியை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2251,nirvaagangal,நிர்வாகங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2252,choazharkalin,சோழர்களின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2253,anuradhapuraththil,அனுராதபுரத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2254,elakiri,ஏலகிரி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2255,vittum,விட்டும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2256,villiams,வில்லியம்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2257,panguthararkalaka,பங்குதாரர்களாக,்்்்்்்்்்்்்்்்்்்்்்்்,22
2258,elatchaththu,இலட்சத்து,்்்்்்்்்்்்்்்்்்்்்்்்,22
2259,gowravikkum,கௌரவிக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2260,saathaaranamaana,சாதாரணமான,்்்்்்்்்்்்்்்்்்்்்்்்,24
2261,vungalukke,உங்களுக்கே,்்்்்்்்்்்்்்்்்்்்்்்்,22
2262,mattravarghalthaan,மற்றவர்கள்தான்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2263,seithathagavum,செய்ததாகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2264,thoguththa,தொகுத்த,்்்்்்்்்்்்்்்்்்்்்்்்,23
2265,greenville,க்ரீன்வில்லே,்்்்்்்்்்்்்்்்்்்்்்்்,21
2266,america,அமெரிக்கா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2267,vatar,வாட்டர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2268,sangavi,சங்கவை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2269,smartspaces,ஸ்மார்ட்ஸ்பேசஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,19
2270,giitaa,கீதை,்்்்்்்்்்்்்்்்்்்்்்்்,24
2271,thuraiviyum,துறவியும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2272,kalyana,கல்யாண,்்்்்்்்்்்்்்்்்்்்்்்்,23
2273,pangupetrullanar,பங்குபெற்றுள்ளனர்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2274,longmont,லாங்மாண்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2275,munnuthaaranamaaka,முன்னுதாரணமாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
2276,english,இங்கிலீஷ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2277,rukmaniyidam,ருக்மணியிடம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2278,pirathyeagamaaga,பிரத்யேகமாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
2279,chandel,சாண்டெல்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2280,padaithu,படைத்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
2281,jordan,ஜோர்தான்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2282,edhirppaarkkum,எதிர்பார்க்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2283,manickka,மாணிக்க,்்்்்்்்்்்்்்்்்்்்்்்்,23
2284,maalikaiyil,மாளிகையில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2285,kalaadi,கலாடி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2286,poonaa,பூனா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2287,cul,கூல்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2288,valaithalanggalil,வலைதளங்களில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2289,vaakkugalai,வாக்குகளை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2290,paniyilum,பணியிலும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2291,sayreville,சேரிவில்லே,்்்்்்்்்்்்்்்்்்்்்்்்,23
2292,gaurila,கொரில்லா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2293,arena,அரேனா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2294,ilakkam,இலக்கம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2295,thevargalukkaakavum,தேவர்களுக்காகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2296,setees,சதீஷ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2297,japanin,ஜப்பானின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2298,tharunatthai,தருணத்தை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2299,koottath,கூட்டத்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2300,thatavi,தடவி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2301,kazhivarai,கழிவறை,்்்்்்்்்்்்்்்்்்்்்்்்,24
2302,paakisthaanukku,பாகிஸ்தானுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
2303,karanamaakach,காரணமாகச்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2304,inriyum,இன்றியும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2305,thaiththuvamaana,தனித்துவமான,்்்்்்்்்்்்்்்்்்்்்்்்,23
2306,raanuvath,ராணுவத்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2307,nathiyaana,நதியான,்்்்்்்்்்்்்்்்்்்்்்்்,24
2308,ashley,ஆஷ்லே,்்்்்்்்்்்்்்்்்்்்்்்்,23
2309,moorthigal,மூர்த்திகள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2310,innoayai,இந்நோயை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2311,thangiullathu,தங்கியுள்ளது,்்்்்்்்்்்்்்்்்்்்்்்்,22
2312,kadalul,கடலுள்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2313,uruthiyudan,உறுதியுடன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2314,pisiyaaga,பிசியாக,்்்்்்்்்்்்்்்்்்்்்்்்,24
2315,metti,மெட்டி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2316,paitan,பைதான்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2317,aankalae,ஆண்களே,்்்்்்்்்்்்்்்்்்்்்்்்,23
2318,pirachnai,பிரச்னை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2319,dayalan,தயாளன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2320,midland,மிட்லேண்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2321,cherrapunji,சிரப்புஞ்சி,்்்்்்்்்்்்்்்்்்்்்்்்,22
2322,servarukku,சர்வருக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
2323,valaigutaavil,வளைகுடாவில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2324,haley,ஹாலே,்்்்்்்்்்்்்்்்்்்்்்்்,24
2325,poruththappattirukku,பொருத்தப்பட்டிருக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,20
2326,thoguppil,தொகுப்பில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2327,noolagangkalil,நூலகங்களில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2328,qyuba,கியூபா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2329,calumet,களுமெட்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2330,jappaanai,ஜப்பானை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2331,radaar,ரேடார்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2332,palatine,பலடைன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2333,uudakap,ஊடகப்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2334,kuuttattait,கூட்டத்தைத்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2335,mclaughlin,மெக்லாக்லின்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2336,indri,இன்றி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2337,iruppaiyum,இருப்பையும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2338,punch,பஞ்ச்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2339,tamilaringar,தமிழறிஞர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2340,malargalaik,மலர்களைக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2341,srirangkaththil,ஸ்ரீரங்கத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2342,aankalilum,ஆண்களிலும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2343,gati,கடி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2344,matravargalaiyum,மற்றவர்களையும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2345,kaankirathu,காண்கிறது,்்்்்்்்்்்்்்்்்்்்்்்்,23
2346,siirutaip,சீருடைப்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2347,paduthuk,படுத்துக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2348,chellavendum,செல்லவேண்டும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2349,piiddi,பீட்டி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2350,chakthi,ஓம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2351,thadaykalayth,தடைகளைத்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2352,vaalin,வாலின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2353,rawlani,ரவ்லாணி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2354,powers,பவர்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2355,vaazhvathu,வாழ்வது,்்்்்்்்்்்்்்்்்்்்்்்்,23
2356,bambaram,பம்பரம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2357,maharashtra,மகாராஷ்ட்ரா,்்்்்்்்்்்்்்்்்்்்்்்்,22
2358,ina,ஐநா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2359,pirathesanggalukkum,பிரதேசங்களுக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2360,onnum,ஒன்னும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2361,purinthum,புரிந்தும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2362,seiyyappattirunthaan,செய்யப்பட்டிருந்தான்,்்்்்்்்்்்்்்்்்்்்்்்்,19
2363,pirushadhanukku,பிருஷதனுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
2364,apparels,அப்பேரல்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2365,valimaiyaana,வலிமையான,்்்்்்்்்்்்்்்்்்்்்்்்,24
2366,nirvaagaththirkum,நிர்வாகத்திற்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2367,yeno,ஏனோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2368,beltran,பெல்டிரான்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2369,roower,ரோவர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2370,agamadhabaatthil,அகமதாபாத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2371,vaethaththin,வேதத்தின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2372,aththiyaayangkalil,அத்தியாயங்களில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2373,roanoke,ரோவனோகே,்்்்்்்்்்்்்்்்்்்்்்்்,24
2374,airoappiya,அய்ரோப்பிய,்்்்்்்்்்்்்்்்்்்்்்்்,22
2375,sikkith,சிக்கித்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2376,asansol,அசன்சோல்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2377,kulangkalin,குளங்களின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2378,axis,ஆக!ஸிஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2379,adhikamaanathu,அதிகமானது,்்்்்்்்்்்்்்்்்்்்்்்்,24
2380,keeliranki,கீழிறங்கி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2381,maeni,மேனி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2382,varma,வர்மா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2383,koodum,இருக்கக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2384,karuththa,கருத்த,்்்்்்்்்்்்்்்்்்்்்்்்,23
2385,imayamalaiyin,இமயமலையின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2386,ierppu,ஈர்ப்பு,்்்்்்்்்்்்்்்்்்்்்்்்,22
2387,puroktarai,புறொக்டரை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2388,shanthi,சாந்தி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2389,sarbiya,செர்பியா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2390,akkiramaththinaruku,அக்கிராமத்தினருக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,21
2391,poattikkaaga,போட்டிக்காக,்்்்்்்்்்்்்்்்்்்்்்்்,22
2392,kulangkalaiyum,குளங்களையும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2393,machine,மஷீன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2394,orissa,ஒரிசா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2395,kandarinththathu,கண்டறிந்தது,்்்்்்்்்்்்்்்்்்்்்்்்,22
2396,sithiraip,சித்திரைப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2397,varuththappattuch,வருத்தப்பட்டுச்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2398,loodhiaanaa,லூதியானா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2399,samprathaaya,சம்பிரதாய,்்்்்்்்்்்்்்்்்்்்்்்்,23
2400,wabag,வபாக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2401,moorththiyaaga,மூர்த்தியாக,்்்்்்்்்்்்்்்்்்்்்்்்,22
2402,thehivalai,தெஹிவளை,்்்்்்்்்்்்்்்்்்்்்்்்,24
2403,walls,வால்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2404,kamio,கேமியோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2405,oill,ஆயில்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2406,bano,பனோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2407,irukkinrom,இருக்கின்றோம்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2408,paarththirukkiren,பார்த்திருக்கிறேன்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2409,tharaththaik,தரத்தைக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2410,tinplate,டின்ப்ளேட்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2411,kohima,கோஹிமா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2412,aaduvar,ஆடுவர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2413,kedum,கெடும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2414,vaakanam,வாகனம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2415,nadhikalum,நதிகளும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2416,kizhiththu,கிழித்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
2417,thaervai,தேர்வை,்்்்்்்்்்்்்்்்்்்்்்்்,23
2418,uuvaa,ஊவா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2419,sankar,பிரபு,்்்்்்்்்்்்்்்்்்்்்்்்,24
2420,boron,போரான்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2421,sanchi,சாஞ்சி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2422,aekapoagam,ஏகபோகம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2423,panigazhum,பணிகளும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2424,jharia,ஜாரியா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2425,ramachchandran,ராமச்சந்திரன்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2426,lakshmi,லெட்சுமி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2427,makalath,மகளைத்,்்்்்்்்்்்்்்்்்்்்்்்்,23
